,genres,title,id,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
111592,"Action, Indie, Racing",Earn to Die 2,431590,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2016
111593,"Racing, Simulation, Sports",MXGP2 - Agueda and Bastogne Tracks,438870,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2016
111594,"Adventure, Casual, Indie",The Beggar's Ride,463760,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111595,"Action, Adventure, Indie",Castle Heist: Chapter 1,438220,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111596,"Indie, RPG, Strategy",Talisman - The Nether Realm Expansion,267787,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
111598,"Adventure, Indie",Midvinter,452120,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111599,"Adventure, Free to Play, Indie, RPG",Origin Of Destiny - Donation #1,468360,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2016
111600,"Action, Casual, Indie",The Renegades of Orion 2.0 - Apocalypse DLC #2,467970,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111601,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy",HACK_IT,444350,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2016
111602,"Action, Casual, Indie",Color Chaos,423720,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111603,"Adventure, Casual, Indie",Gun Rocket,391420,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111604,"Adventure, Casual, Indie",Deer Man Soundtrack,460880,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111606,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG",Trove - Soundtrack Vol. 1,462050,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
111608,"Action, Casual, Strategy",MOP Operation Cleanup,463120,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111609,"Action, Casual",Bug N Out,463130,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111610,"Indie, RPG, Strategy, Early Access",Aurora Dusk: Steam Age,397160,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
111611,"Casual, Indie, Simulation, Sports",Pro Gamer Manager,408740,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2016
111614,"Action, Adventure, Indie, Early Access",Logic Missile,448300,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111615,"Action, Adventure, Casual, Indie",So Long Earth,448110,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111618,"Action, Indie",Chill the Piro,437180,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111620,"Free to Play, Indie, Massively Multiplayer, Strategy",Астролорды: Искусный воин,461120,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,2016
111622,"Adventure, Free to Play, RPG, Strategy",HEX: Primal Dawn Bundle,464980,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2016
111625,Strategy,Decisive Campaigns: Barbarossa,454530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
111626,"Action, Indie, Sports, Strategy",Flag N Frag,456160,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2016
111627,"Action, Indie, Strategy, Early Access",Vengeance,384960,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
111628,"Casual, Indie, Strategy",Abrix the robot,461850,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
111629,"Action, Indie, Early Access",Initia: Elemental Arena,463920,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111630,Casual,Guardians of Victoria,385080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111632,"Adventure, Casual, Indie",Selenon Rising,358760,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111634,Casual,Classic Fun Collection 5 in 1,431300,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111638,"Action, Adventure, Indie",Bibou,464760,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111639,"Indie, Simulation, Strategy, Early Access",Starship Corporation,292330,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
111640,Simulation,Worlds Adrift Island Creator,271920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
111641,"Casual, Free to Play, Indie, Racing",Skyreach,461970,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2016
111642,"Adventure, Casual, RPG, Simulation, Strategy",侠客风云传(Tale of Wuxia),377530,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2016
111644,"Casual, Simulation, Strategy",New Yankee in King Arthur's Court,462570,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
111645,"Action, Adventure, Indie, RPG",Neon Chrome,428750,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111647,"Action, Adventure, Indie",Left Alone,417750,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111648,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access",Niffelheim,351100,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2016
111649,"Adventure, Casual",Maze: Subject 360 Collector's Edition,466000,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111650,"Casual, Strategy",Grave Mania: Undead Fever,465970,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111651,"Action, Adventure, Indie",Izeriya,463830,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111652,Strategy,Hyperdevotion Noire: Ultimate Sango Set,427002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111653,Strategy,Hyperdevotion Noire: Ultimate Event Full Unlock,427004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111654,Strategy,Hyperdevotion Noire: Ultimate Little Rain Set,427003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111655,"Action, Adventure, Casual, Free to Play, Indie",Maui,464700,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016
111656,Strategy,Hyperdevotion Noire: Ultimate Party Member “Tiara”,427005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111657,Strategy,Hyperdevotion Noire: Ultimate Member “Compa”,427007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111658,Strategy,Hyperdevotion Noire: Ultimate Member “Sting”,427008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111659,Strategy,Hyperdevotion Noire: Ultimate Member “IF”,427006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111660,"Action, Indie, Early Access",30 IMPOSSIBLE LEVELS,459910,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111666,"Action, Adventure, Casual, Indie, Strategy",Puzzle Box,448720,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
111710,"Adventure, Casual, Indie, RPG",The Huntsman: Winter's Curse,446990,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111712,"Adventure, Casual, Indie, RPG",The Huntsman: Winter's Curse (Book 3),450340,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111715,"Adventure, Casual, Indie, RPG",The Huntsman: Winter's Curse (Book 2),450350,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111718,"Casual, Indie, Simulation, Sports, Strategy",TableTop Soccer,453710,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2016
111727,"Action, Indie, Strategy",Deadweight,385350,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
111728,"Adventure, Indie, RPG",It's Killing Time,461650,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
111729,"Action, Casual, Indie, Simulation",Revenge of Roger Rouge,443680,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
111730,"Indie, Strategy",Star Ruler 2 - Wake of the Heralds,460420,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
111731,"Casual, Indie, Strategy",Poly Towns,438730,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
111732,"Casual, Indie",Bipolar Game,463450,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111733,Adventure,The Men of Yoshiwara: Ohgiya,447200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111737,"Indie, Simulation, Strategy",Oil Enterprise,353630,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
111738,"Adventure, Casual, Strategy",Weather Lord: Following the Princess Collector's Edition,456690,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
111739,"Adventure, Casual, Indie, Early Access","Bolt Riley, A Reggae Adventure",331210,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111740,"Free to Play, Indie, Simulation",World of Guns: Sniper Rifles Pack #1,464210,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2016
111741,"Adventure, Indie, Strategy",March of the Living,458000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
111742,"Action, Free to Play, Strategy",Bloons TD Battles,444640,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016
111743,"Action, Indie, RPG, Early Access",Overpower,440280,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111744,"Action, Casual, Indie, RPG",Tank Brawl,436870,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111745,"Casual, Indie, Simulation, Strategy",Zotrix - Solar Division,351720,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
111747,"Action, Adventure, Indie, RPG, Strategy",Megamagic: Wizards of the Neon Age,422650,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
111748,"Casual, Indie, Simulation, Sports, Strategy",3 Coins At School,462110,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2016
111749,"Action, Indie",Infinite Shooter,458230,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111750,"Action, Casual, Indie",Chicku,443630,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111751,"Action, Indie",A-Gents,460910,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111752,"Action, Adventure, Casual, Indie",Masquerade: The Baubles of Doom,299380,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111753,"Action, Adventure, Casual, Indie, Massively Multiplayer",Tower Unite - Original Soundtrack,461740,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2016
111754,"Adventure, Casual",Mythic Wonders: The Philosopher's Stone,458480,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111755,"Casual, Indie",BitRay,462030,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111756,"Adventure, Indie, Simulation",Don't Starve Together,322330,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
111757,"Action, Adventure, Indie, Sports",Leave Me Alone: A Trip To Hell,444520,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016
111758,Strategy,Battlefleet Gothic: Armada,363680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111759,"Adventure, Casual",Bottle,463030,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111760,"Action, Adventure, Indie",Jackal,454040,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111765,"Action, Indie",Rogue Stormers,299480,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111766,"Indie, Simulation, Strategy, Early Access",Endciv,444650,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
111767,"Action, Casual, Indie",Frederic: Resurrection of Music Director's Cut,453100,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111768,"Action, Adventure, Indie, Early Access",CounterAttack,451600,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111769,"Action, Indie",Demon's Crystals,454610,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111770,"Casual, Indie, Simulation, Strategy",The Howler,306040,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
111771,"Adventure, Indie",OPUS: The Day We Found Earth,457680,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111772,"Action, Adventure, Indie, RPG",Witch and Hero(魔女と勇者),434130,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111774,"Adventure, Indie",The Guest - Original Soundtrack,464580,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111776,"Indie, Strategy","Gremlins, Inc. – Uninvited Guests",458160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
111778,"Action, Indie, RPG, Early Access",XO-Planets,439730,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2015
111779,"Simulation, Strategy",Bridge! 2,434090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016
111780,"Action, Indie",Western Press,377360,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111781,"Action, Indie",WOLFLAME,448160,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111782,"Action, Indie",My Night Job,437100,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111783,"Free to Play, Massively Multiplayer, RPG, Early Access",The SKIES,337950,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
111784,Indie,Stephen's Sausage Roll,353540,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111785,"Action, Free to Play",Plastic Playground,458560,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
111786,Indie,Typefighters (Steam Edition),434290,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111788,"Action, Strategy",Battlezone 98 Redux,301650,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111789,"Casual, Indie",Narcissu 10th Anniversary Anthology Project - A Little Iris,461250,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111791,"Action, Adventure, Indie, RPG",Inexistence,444720,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111793,"Adventure, Indie, RPG",Tales Across Time,461710,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111794,Adventure,Danganronpa 2: Goodbye Despair,413420,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111796,Simulation,FSX: Steam Edition - VFR Poland Region SW Add-On,433743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
111797,Simulation,FSX: Steam Edition - VFR Poland Region NW Add-On,433742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
111800,"Casual, Indie, Simulation",JiPS,454460,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
111801,"Indie, Simulation",Euro Truck Simulator 2 - Hungarian Paint Jobs Pack,388479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
111802,"Indie, Simulation",Euro Truck Simulator 2 - Turkish Paint Jobs Pack,388474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2016
111803,"Adventure, Free to Play, RPG, Strategy",HEX: Shards of Fate,410380,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2016
111804,"Action, Adventure, RPG, Early Access",The Black Death,412450,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
111805,"Action, Indie",Action Legion,431630,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111806,"Action, Adventure, Casual, Indie, Early Access",Voxel Warfare Online,454150,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111807,"Action, Indie",IS Defense,448370,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111809,"Indie, RPG, Strategy",The Banner Saga 2,281640,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
111813,"Action, RPG",Dying Light - Harran Ranger Bundle,436080,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
111816,"Action, Adventure, Indie",Flat Kingdom Paper's Cut Edition,405970,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111819,"Action, Adventure, Indie",Worst Case Z,450030,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111820,"Adventure, Indie",Planet in the Shadows,448820,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111821,"Action, Adventure, Indie, Early Access",Tyrfing  Cycle |Vanilla|,429430,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111822,"Action, Adventure, Indie",Gravity Den,454970,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111823,Indie,Night Blights,446910,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111824,"Action, Adventure, Casual, Free to Play, Massively Multiplayer, RPG",Trove - Double Dragon Pack,462920,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2016
111825,"Action, Simulation",Soda Drinker Pro,347720,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
111826,RPG,FINAL FANTASY IX,377840,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
111827,"Action, Indie",Zombie Parking,449090,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111828,Simulation,Train Simulator: Black Forest Journeys: Freiburg-Hausach Route Add-On,376936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
111829,"Action, Indie",ICARUS.1,395470,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111830,"Adventure, Indie",Goetia,421740,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111831,"Action, Indie",Spacejacked - Soundtrack,461060,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111832,"RPG, Strategy",Mordheim: City of the Damned - Doomweaver,450811,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016
111833,"Casual, Indie, Simulation, Strategy",Tyto Ecology,453750,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
111834,"Adventure, Casual, Indie",Everybody's Gone to the Rapture,417880,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111835,"Adventure, Casual",XorceD - Sashiro's Laedrum,454170,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111836,"Action, Adventure, Indie, RPG",Aurion: Legacy of the Kori-Odan - Official OST,436420,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111837,"Action, Adventure, Indie, RPG",Aurion: Legacy of the Kori-Odan,368080,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111838,"RPG, Strategy",Mordheim: City of the Damned - Wolf-Priest of Ulric,450810,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2016
111839,Indie,Wobbly Jungle,437090,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111841,Indie,Phantasmal: Survival Horror Roguelike,342550,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111844,"Action, Adventure, Casual, Indie",Marble Void,453650,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111845,"Indie, RPG",Dear RED - Extended,453850,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111846,"Casual, Indie",Zenge,461840,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111848,Adventure,Pub Encounter,447190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111849,"Action, RPG",Hyper Light Drifter Original Soundtrack,453020,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
111850,"Action, Adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM 4 - Gaara's Tale Extra Scenario Pack,416421,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111851,"Adventure, Casual, Indie",Club Life,404180,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111852,"Action, Indie, Sports",Wand Wars,422110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2016
111853,Simulation,X-Plane 10 AddOn - Aerosoft - Airport Pullman-Moscow,339398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2016
111854,"Adventure, Casual, Indie",Club Life - Soundtrack,452900,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111855,Strategy,Auro: A Monster-Bumping Adventure,459680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016
111856,"Adventure, Indie, Strategy",Last Hope - Tower Defense,434020,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
111857,"Casual, Free to Play, Indie, Strategy",Simply Chess - Premium Upgrade!,451690,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2016
111859,"Action, Indie",Skullgirls 2nd Encore Upgrade,447510,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111860,Action,DARK SOULS™ III,374320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
111862,"Adventure, Indie, RPG",Kim - Soundtrack,436990,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111863,"Casual, Indie",Zasa - An AI Story,447240,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111865,"Indie, Massively Multiplayer, Simulation, Strategy",Ascent - The Space Game,345010,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,2016
111867,RPG,Fallout 4 - Wasteland Workshop,435880,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
111869,"Action, Adventure, Indie, RPG",Devil Sealing Stone,432540,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111870,"Action, Adventure, Indie, RPG",Stories: The Path of Destinies,439190,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111873,"Action, Indie",Ace of Seafood,450500,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111874,"Action, Indie, Early Access",StarsOne,457010,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111875,"Action, Adventure, Indie, RPG, Strategy, Early Access",AuroraRL,437890,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2016
111876,"Casual, Indie",Tenrow,449760,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111877,"Action, Indie",Glitchrunners,446870,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111878,"Casual, Indie, Simulation, Sports",Pure Hold'em - Paradise City Chipset,342590,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2016
111879,"Adventure, Indie, RPG",The Hero Project: Redemption Season - MeChip Warning System,459330,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111880,"Adventure, Indie, RPG",The Hero Project: Redemption Season,459310,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111881,"Indie, Simulation, Strategy",Game Tycoon 2,404640,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2016
111882,"Adventure, Indie, RPG",The Quest - Islands of Ice and Fire,459750,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2016
111883,"Action, Indie",Virtual Rogue,448090,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
111884,"Action, Racing",TRON RUN/r DISC Extender Bundle,429460,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
111885,"Action, Indie",BLEAK: Welcome to Glimmer,364830,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
